Data Uploaded; Data Downloaded; Upload Speed; Temperature #2; Download Speed; Used Space; Network Utilization; CPU Core #1; Fan #4; CPU Core #3; CPU Core #2; CPU Package; Memory Used; CPU Cores; Read Rate; Virtual Memory Available; +3V Standby; Fan #1; Temperature #3; Write Activity; CPU Core #4 Distance to TjMax; D3D Other; Bus Speed; CPU Core #4; CPU Core #2 Distance to TjMax; CPU Total; Memory; CPU Platform; D3D Shared Memory Free; Voltage #6; D3D Copy; Temperature #1; Voltage #4; Core Max; Voltage #3; D3D Overlay; D3D Video Processing; Voltage #2; Write Rate; Virtual Memory; Temperature; Core Average; Fan #3; CPU Core Max; Total Activity; Virtual Memory Used; D3D Video Decode; GPU Power; D3D Shared Memory Total; Voltage #5; Read Activity; CPU Core; CPU Core #3 Distance to TjMax; CMOS Battery; Temperature #4; CPU Core #1 Distance to TjMax; Memory Available; CPU Memory; D3D Shared Memory Used; Voltage #7; Voltage #1; Fan #2; D3D 3D; timestamp
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 2923.203125; 50.0; 3427.20361328125; 80.0; 9.14965534210205; 9.52713394165039; 6.51233434677124; 9016049.0; 6.095508575439453; 3.6480000019073486; 50.0; 73.0; 13.850945472717285; 25.0; 0.0; 100.80010986328125; 25.218433380126953; 25.0; 40.39952087402344; 81.11164093017578; 0.0; 4141.3828125; 2.2320001125335693; 0.0; 10.0; 2.196000099182129; 80.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 15030102.0; 71.30945587158203; 40.0; 79.0; 50.0; 51.005409240722656; 12.430142402648926; 15.150196075439453; 0.0; 2.2385690212249756; 6013.80078125; 2.2320001125335693; 12.307441711425781; 1.0181884765625; 26.0; 3.384000062942505; 10.0; 28.0; 2.2185707092285156; 0.0; 1933.0234375; 2.2799999713897705; 1.2000000476837158; 0.0; 9.277227401733398; 2025-01-29 14:47:34.628165
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 2923.203125; 50.0; 2923.203125; 84.0; 9.153450012207031; 9.511810302734375; 6.711170673370361; 1598329.25; 6.090709686279297; 3.6480000019073486; 50.0; 73.0; 38.21290969848633; 22.0; 0.0; 100.80010986328125; 10.519427299499512; 21.0; 33.98509216308594; 80.9811782836914; 0.0; 4080.77734375; 2.24399995803833; 0.0; 10.0; 2.196000099182129; 84.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 10226589.0; 71.33203887939453; 40.0; 83.5; 50.0; 60.845733642578125; 5.4525299072265625; 15.15499496459961; 0.0; 2.13670015335083; 6013.80078125; 2.2320001125335693; 13.239049911499023; 1.016845703125; 22.0; 3.384000062942505; 10.0; 21.0; 2.2338943481445312; 0.0; 1933.02734375; 2.2799999713897705; 1.2960000038146973; 0.0; 0.5426718592643738; 2025-01-29 14:47:35.488597
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.802490234375; 50.0; 3427.202880859375; 80.0; 10.040254592895508; 9.50668716430664; 7.522667407989502; 0.0; 6.108394622802734; 3.6480000019073486; 50.0; 77.0; 0.0; 22.0; 0.0; 100.80007934570312; 37.67986297607422; 25.0; 51.08061599731445; 80.93756103515625; 0.0; 4080.7734375; 2.2320001125335693; 0.0; 10.0; 2.196000099182129; 83.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 0.0; 71.2488021850586; 40.0; 81.5; 50.0; 58.452911376953125; 0.031194711104035378; 15.137310028076172; 0.0; 2.1518466472625732; 6013.80078125; 2.2320001125335693; 0.0; 1.0631103515625; 22.0; 3.384000062942505; 10.0; 25.0; 2.2390174865722656; 0.0; 1919.05078125; 2.2799999713897705; 1.2000000476837158; 0.0; 0.3676075041294098; 2025-01-29 14:47:36.339443
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.803955078125; 50.0; 3427.204345703125; 81.0; 8.054850578308105; 9.50467300415039; 5.645944118499756; 32534.880859375; 6.112667083740234; 3.624000072479248; 50.0; 72.0; 0.37517911195755005; 24.0; 0.0; 100.80013275146484; 4.771840572357178; 24.0; 26.37097930908203; 80.92041778564453; 0.0; 4094.75; 2.2320001125335693; 0.0; 10.0; 2.2079999446868896; 81.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 289255.4375; 71.22869110107422; 40.0; 80.0; 50.0; 44.57313537597656; 0.33630210161209106; 15.133037567138672; 0.0; 2.1389715671539307; 6013.80078125; 2.2320001125335693; 0.1609186828136444; 1.070068359375; 25.0; 3.384000062942505; 10.0; 27.0; 2.2410316467285156; 0.0; 1919.05078125; 2.2799999713897705; 1.284000039100647; 0.0; 0.43000999093055725; 2025-01-29 14:47:37.197308
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.802734375; 50.0; 3124.802734375; 80.0; 8.085618019104004; 9.499862670898438; 5.69043493270874; 32095.861328125; 6.115489959716797; 3.6480000019073486; 50.0; 73.0; 0.45873430371284485; 25.0; 0.0; 100.80008697509766; 3.9643466472625732; 25.0; 25.508058547973633; 80.87946319580078; 0.0; 4094.75; 2.24399995803833; 0.0; 10.0; 2.196000099182129; 80.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 212635.078125; 71.21540832519531; 40.0; 80.0; 50.0; 58.432090759277344; 0.43198737502098083; 15.13021469116211; 0.0; 2.127934455871582; 6013.80078125; 2.2320001125335693; 0.24341663718223572; 1.0714111328125; 25.0; 3.384000062942505; 10.0; 25.0; 2.2458419799804688; 0.0; 1919.05078125; 2.2799999713897705; 1.2000000476837158; 0.0; 0.4036434590816498; 2025-01-29 14:47:38.061490
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.803955078125; 50.0; 2923.203857421875; 81.0; 7.799264907836914; 9.496131896972656; 5.401705741882324; 32606.408203125; 6.117893218994141; 3.6480000019073486; 50.0; 73.0; 0.12330608069896698; 23.0; 0.0; 100.80013275146484; 2.324700355529785; 24.0; 25.966960906982422; 80.84770202636719; 0.0; 4094.75; 2.24399995803833; 0.0; 10.0; 2.196000099182129; 82.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 154880.4375; 71.20409393310547; 40.0; 81.25; 50.0; 49.65962219238281; 0.31385284662246704; 15.127811431884766; 0.0; 2.133471727371216; 6013.80078125; 2.2320001125335693; 0.2195248305797577; 1.066650390625; 24.0; 3.384000062942505; 10.0; 24.0; 2.24957275390625; 0.0; 1918.84765625; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4165697693824768; 2025-01-29 14:47:38.919799
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.803955078125; 50.0; 2923.203857421875; 81.0; 7.799264907836914; 9.496131896972656; 5.401705741882324; 32606.408203125; 6.117893218994141; 3.6480000019073486; 50.0; 73.0; 0.12330608069896698; 23.0; 0.0; 100.80013275146484; 2.324700355529785; 24.0; 25.966960906982422; 80.84770202636719; 0.0; 4094.75; 2.24399995803833; 0.0; 10.0; 2.196000099182129; 82.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 154880.4375; 71.20409393310547; 40.0; 81.25; 50.0; 49.65962219238281; 0.31385284662246704; 15.127811431884766; 0.0; 2.133471727371216; 6013.80078125; 2.2320001125335693; 0.2195248305797577; 1.066650390625; 24.0; 3.384000062942505; 10.0; 24.0; 2.24957275390625; 0.0; 1918.84765625; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4165697693824768; 2025-01-29 14:47:39.776494
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 2923.102783203125; 50.0; 3124.696044921875; 79.0; 7.786818504333496; 9.481163024902344; 5.378868103027344; 0.0; 6.142559051513672; 3.624000072479248; 50.0; 73.0; 0.0; 26.0; 0.0; 100.79664611816406; 5.555182456970215; 26.0; 24.891698837280273; 80.72026062011719; 0.0; 4094.953125; 2.2320001125335693; 0.0; 10.0; 2.196000099182129; 79.0; 2.2079999446868896; 0.0; 0.0; 1.1640000343322754; 0.0; 71.08799743652344; 40.0; 78.25; 50.0; 40.23162841796875; 0.0; 15.103145599365234; 0.0; 2.1349010467529297; 6013.80078125; 2.2320001125335693; 0.0; 1.1859130859375; 26.0; 3.384000062942505; 10.0; 29.0; 2.2645416259765625; 0.0; 1918.84765625; 2.2799999713897705; 1.2960000038146973; 0.0; 0.4267219007015228; 2025-01-29 14:47:40.657362
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.91064453125; 50.0; 3124.91064453125; 80.0; 8.03944206237793; 9.479724884033203; 5.641885280609131; 32511.791015625; 6.143077850341797; 3.624000072479248; 50.0; 72.0; 0.1505918651819229; 24.0; 0.0; 100.8035659790039; 4.071652889251709; 25.0; 25.49240493774414; 80.70801544189453; 0.0; 4094.953125; 2.24399995803833; 0.0; 10.0; 2.196000099182129; 81.0; 2.196000099182129; 0.0; 0.0; 1.1759999990463257; 149351.046875; 71.08555603027344; 40.0; 80.25; 50.0; 50.67053985595703; 0.4232458472251892; 15.10262680053711; 0.0; 2.1301941871643066; 6013.80078125; 2.2320001125335693; 0.16727140545845032; 1.1837158203125; 25.0; 3.384000062942505; 10.0; 25.0; 2.265979766845703; 0.0; 1918.84765625; 2.2799999713897705; 1.3079999685287476; 0.0; 0.22878341376781464; 2025-01-29 14:47:41.627450
0.0; 0.0; 0.0; 10.0; 0.0; 21.177413940429688; 0.0; 3124.80322265625; 50.0; 3124.80322265625; 81.0; 8.077348709106445; 9.478179931640625; 5.671839237213135; 160130.796875; 6.142265319824219; 3.624000072479248; 50.0; 71.0; 0.1746947318315506; 25.0; 0.0; 100.80010223388672; 3.140401840209961; 24.0; 25.770950317382812; 80.69486236572266; 0.0; 4094.953125; 2.24399995803833; 0.0; 10.0; 2.2079999446868896; 83.0; 2.196000099182129; 0.0; 0.0; 1.1640000343322754; 377744.4375; 71.0893783569336; 40.0; 81.25; 50.0; 52.74938201904297; 0.6416701078414917; 15.103439331054688; 0.0; 2.132932424545288; 6013.80078125; 2.2320001125335693; 0.35430142283439636; 1.0706787109375; 22.0; 3.384000062942505; 10.0; 24.0; 2.2675247192382812; 0.0; 1918.84765625; 2.2799999713897705; 0.7440000176429749; 0.0; 0.4212842583656311; 2025-01-29 14:47:42.535787
